drug,cell_line,y_true,y_pred,fold,rep,model,alpha,loss,seed,arch
doxorubicin,HOS_BONE,0.5812419056892395,0.5146361280983118,4,X_pca,mlp,0.0,mse,42,linear
doxorubicin,HS852T_SKIN,0.440727174282074,0.6249572527997288,3,X_pca,mlp,0.0,mse,42,linear
doxorubicin,HT1080_SOFT_TISSUE,0.3908422589302063,0.5649933585709379,5,X_pca,mlp,0.0,mse,42,linear
doxorubicin,HT1197_URINARY_TRACT,0.5438651442527771,0.5717749023759687,4,X_pca,mlp,0.0,mse,42,linear
doxorubicin,HT55_LARGE_INTESTINE,0.5889919996261597,0.7384132870000686,1,X_pca,mlp,0.0,mse,42,linear
doxorubicin,HUH28_BILIARY_TRACT,0.5371938943862915,0.5121961797741678,2,X_pca,mlp,0.0,mse,42,linear
doxorubicin,HUH6_LIVER,0.42507052421569824,0.607360228896141,4,X_pca,mlp,0.0,mse,42,linear
doxorubicin,HUPT3_PANCREAS,0.6856333613395691,0.6727479551644886,5,X_pca,mlp,0.0,mse,42,linear
doxorubicin,HUPT4_PANCREAS,0.45965781807899475,0.5984749304396766,5,X_pca,mlp,0.0,mse,42,linear
doxorubicin,IALM_LUNG,0.8397154211997986,0.541939107527644,4,X_pca,mlp,0.0,mse,42,linear
doxorubicin,IGR1_SKIN,0.5318907499313354,0.6067568844762342,5,X_pca,mlp,0.0,mse,42,linear
doxorubicin,IGR37_SKIN,0.5309170484542847,0.6105086022735673,2,X_pca,mlp,0.0,mse,42,linear
doxorubicin,IM95_STOMACH,0.4691832363605499,0.6413628507304836,4,X_pca,mlp,0.0,mse,42,linear
doxorubicin,JHH6_LIVER,0.8701879978179932,0.661868479356025,3,X_pca,mlp,0.0,mse,42,linear
doxorubicin,JHOC5_OVARY,0.5302541851997375,0.6070244254737065,5,X_pca,mlp,0.0,mse,42,linear
doxorubicin,KALS1_CENTRAL_NERVOUS_SYSTEM,0.4983648359775543,0.5322824450623658,2,X_pca,mlp,0.0,mse,42,linear
doxorubicin,KMRC3_KIDNEY,0.5798169374465942,0.7200427035896145,1,X_pca,mlp,0.0,mse,42,linear
doxorubicin,KNS42_CENTRAL_NERVOUS_SYSTEM,0.6755160689353943,0.5758031159639359,4,X_pca,mlp,0.0,mse,42,linear
doxorubicin,KPL1_BREAST,0.8693845272064209,0.6553514470224795,3,X_pca,mlp,0.0,mse,42,linear
doxorubicin,KPNSI9S_AUTONOMIC_GANGLIA,0.2994575798511505,0.5217112875724024,5,X_pca,mlp,0.0,mse,42,linear
doxorubicin,KYSE520_OESOPHAGUS,0.6951316595077515,0.5722980435603174,2,X_pca,mlp,0.0,mse,42,linear
doxorubicin,LI7_LIVER,0.6539109349250793,0.6232470641939007,4,X_pca,mlp,0.0,mse,42,linear
doxorubicin,LMSU_STOMACH,0.6874845623970032,0.5071494665800357,2,X_pca,mlp,0.0,mse,42,linear
doxorubicin,LNCAPCLONEFGC_PROSTATE,0.36991697549819946,0.6008086130600567,2,X_pca,mlp,0.0,mse,42,linear
doxorubicin,LS1034_LARGE_INTESTINE,0.7185391783714294,0.6283306857086208,4,X_pca,mlp,0.0,mse,42,linear
doxorubicin,LS180_LARGE_INTESTINE,0.5715101361274719,0.6721484276396416,3,X_pca,mlp,0.0,mse,42,linear
doxorubicin,MCF7_BREAST,0.6808213591575623,0.7940213238442695,1,X_pca,mlp,0.0,mse,42,linear
doxorubicin,MDAMB361_BREAST,0.735870361328125,0.6774850801185325,1,X_pca,mlp,0.0,mse,42,linear
doxorubicin,MFE319_ENDOMETRIUM,0.6568321585655212,0.5506458724044381,2,X_pca,mlp,0.0,mse,42,linear
doxorubicin,MKN45_STOMACH,0.888956606388092,0.6413393444934133,1,X_pca,mlp,0.0,mse,42,linear
doxorubicin,MKN7_STOMACH,0.6380749344825745,0.6192058241644571,5,X_pca,mlp,0.0,mse,42,linear
doxorubicin,MSTO211H_PLEURA,0.3753986358642578,0.5611978555568541,1,X_pca,mlp,0.0,mse,42,linear
doxorubicin,NCIH1299_LUNG,0.6539729833602905,0.5897615679752514,2,X_pca,mlp,0.0,mse,42,linear
doxorubicin,NCIH1373_LUNG,0.6574230790138245,0.611488872548429,3,X_pca,mlp,0.0,mse,42,linear
doxorubicin,NCIH1435_LUNG,0.5236009955406189,0.5488786860351705,3,X_pca,mlp,0.0,mse,42,linear
doxorubicin,NCIH1792_LUNG,0.7039877772331238,0.5608759882213833,4,X_pca,mlp,0.0,mse,42,linear
doxorubicin,NCIH1944_LUNG,0.6275695562362671,0.5869108676046565,2,X_pca,mlp,0.0,mse,42,linear
doxorubicin,NCIH2087_LUNG,0.34448179602622986,0.6065693138396904,5,X_pca,mlp,0.0,mse,42,linear
doxorubicin,NCIH2110_LUNG,0.3811848759651184,0.5736826424622655,1,X_pca,mlp,0.0,mse,42,linear
doxorubicin,NCIH2126_LUNG,0.5018039345741272,0.5300148770664678,4,X_pca,mlp,0.0,mse,42,linear
doxorubicin,NCIH2170_LUNG,0.5922226309776306,0.5492184241892586,4,X_pca,mlp,0.0,mse,42,linear
doxorubicin,NCIH2228_LUNG,0.44898903369903564,0.6064011272682481,3,X_pca,mlp,0.0,mse,42,linear
doxorubicin,NCIH226_LUNG,0.4597177803516388,0.5811712489483204,1,X_pca,mlp,0.0,mse,42,linear
doxorubicin,NCIH2444_LUNG,0.5491931438446045,0.5950234766247906,3,X_pca,mlp,0.0,mse,42,linear
doxorubicin,NCIH2452_PLEURA,0.5596638917922974,0.5818928396502392,3,X_pca,mlp,0.0,mse,42,linear
doxorubicin,NCIH292_LUNG,0.4165792167186737,0.5120025309318668,3,X_pca,mlp,0.0,mse,42,linear
doxorubicin,NCIH358_LUNG,0.4872294068336487,0.5782362678576083,1,X_pca,mlp,0.0,mse,42,linear
doxorubicin,NCIH446_LUNG,0.4856961667537689,0.511860308142341,3,X_pca,mlp,0.0,mse,42,linear
doxorubicin,NCIH460_LUNG,0.5580957531929016,0.5498916434842911,3,X_pca,mlp,0.0,mse,42,linear
doxorubicin,NCIH522_LUNG,0.4944220185279846,0.5267733189348991,2,X_pca,mlp,0.0,mse,42,linear
doxorubicin,NCIH650_LUNG,0.5603529810905457,0.6458150735640438,5,X_pca,mlp,0.0,mse,42,linear
doxorubicin,NCIH747_LARGE_INTESTINE,0.5683852434158325,0.6479359529912472,5,X_pca,mlp,0.0,mse,42,linear
doxorubicin,OAW28_OVARY,0.6767528653144836,0.5858825248961123,5,X_pca,mlp,0.0,mse,42,linear
doxorubicin,ONCODG1_OVARY,0.581980288028717,0.6128424398325107,2,X_pca,mlp,0.0,mse,42,linear
doxorubicin,OSRC2_KIDNEY,0.6995971202850342,0.7152755052324326,3,X_pca,mlp,0.0,mse,42,linear
doxorubicin,OUMS23_LARGE_INTESTINE,0.5587512850761414,0.5997680052418575,5,X_pca,mlp,0.0,mse,42,linear
doxorubicin,OVCAR4_OVARY,0.6055043935775757,0.6065916617009328,1,X_pca,mlp,0.0,mse,42,linear
doxorubicin,OVK18_OVARY,0.2882801592350006,0.563226384225856,5,X_pca,mlp,0.0,mse,42,linear
doxorubicin,OVSAHO_OVARY,0.5728036761283875,0.5753451323194125,2,X_pca,mlp,0.0,mse,42,linear
doxorubicin,OVTOKO_OVARY,0.7791611552238464,0.6776810898735193,2,X_pca,mlp,0.0,mse,42,linear
doxorubicin,PANC0203_PANCREAS,0.7632962465286255,0.5653986169886683,3,X_pca,mlp,0.0,mse,42,linear
doxorubicin,PATU8988S_PANCREAS,0.7037484049797058,0.7482323934797381,2,X_pca,mlp,0.0,mse,42,linear
doxorubicin,PC3_PROSTATE,0.7981969118118286,0.5995075579225664,1,X_pca,mlp,0.0,mse,42,linear
doxorubicin,PECAPJ49_UPPER_AERODIGESTIVE_TRACT,0.47215813398361206,0.5435934158244936,1,X_pca,mlp,0.0,mse,42,linear
doxorubicin,PK45H_PANCREAS,0.8845717906951904,0.6651190176221278,4,X_pca,mlp,0.0,mse,42,linear
doxorubicin,PK59_PANCREAS,0.5667010545730591,0.6722953381209538,5,X_pca,mlp,0.0,mse,42,linear
doxorubicin,RCC10RGB_KIDNEY,0.8544673323631287,0.6090296325253827,5,X_pca,mlp,0.0,mse,42,linear
doxorubicin,RCM1_LARGE_INTESTINE,0.7463620901107788,0.6133198505267501,3,X_pca,mlp,0.0,mse,42,linear
doxorubicin,RD_SOFT_TISSUE,0.48532170057296753,0.5657248839564707,1,X_pca,mlp,0.0,mse,42,linear
doxorubicin,RERFLCAD1_LUNG,0.8917138576507568,0.634742512133877,5,X_pca,mlp,0.0,mse,42,linear
doxorubicin,RERFLCAI_LUNG,0.4272306263446808,0.6722685299413389,5,X_pca,mlp,0.0,mse,42,linear
doxorubicin,RT4_URINARY_TRACT,0.4836074411869049,0.557882898821021,5,X_pca,mlp,0.0,mse,42,linear
doxorubicin,RVH421_SKIN,0.5980584621429443,0.5945986718812248,4,X_pca,mlp,0.0,mse,42,linear
doxorubicin,SCC25_UPPER_AERODIGESTIVE_TRACT,0.4167896807193756,0.5206432861580881,2,X_pca,mlp,0.0,mse,42,linear
doxorubicin,SCC9_UPPER_AERODIGESTIVE_TRACT,0.49403518438339233,0.5623144316045862,2,X_pca,mlp,0.0,mse,42,linear
doxorubicin,SH10TC_STOMACH,0.6935459971427917,0.7179333557430495,5,X_pca,mlp,0.0,mse,42,linear
doxorubicin,SKES1_BONE,0.25840020179748535,0.5310516923993498,2,X_pca,mlp,0.0,mse,42,linear
doxorubicin,SKMEL2_SKIN,0.7795782685279846,0.5276384867619777,1,X_pca,mlp,0.0,mse,42,linear
doxorubicin,SKMEL30_SKIN,0.56974858045578,0.5626906018081536,1,X_pca,mlp,0.0,mse,42,linear
doxorubicin,SKMEL5_SKIN,0.5388690829277039,0.6325464310870829,4,X_pca,mlp,0.0,mse,42,linear
doxorubicin,SKNAS_AUTONOMIC_GANGLIA,0.49000316858291626,0.4638735265594668,2,X_pca,mlp,0.0,mse,42,linear
doxorubicin,SNU1079_BILIARY_TRACT,0.530148446559906,0.6219807169208788,1,X_pca,mlp,0.0,mse,42,linear
doxorubicin,SNU1214_UPPER_AERODIGESTIVE_TRACT,0.6214928030967712,0.6062505124731267,1,X_pca,mlp,0.0,mse,42,linear
doxorubicin,SNU308_BILIARY_TRACT,0.642924427986145,0.5777607690146629,1,X_pca,mlp,0.0,mse,42,linear
doxorubicin,SNU423_LIVER,0.5606513023376465,0.5655048363051325,4,X_pca,mlp,0.0,mse,42,linear
doxorubicin,SNU449_LIVER,0.8395319581031799,0.6236368460012666,3,X_pca,mlp,0.0,mse,42,linear
doxorubicin,SNU46_UPPER_AERODIGESTIVE_TRACT,0.696592390537262,0.5776663940336745,4,X_pca,mlp,0.0,mse,42,linear
doxorubicin,SNU738_CENTRAL_NERVOUS_SYSTEM,0.7775015234947205,0.5681680812841984,1,X_pca,mlp,0.0,mse,42,linear
doxorubicin,SNU899_UPPER_AERODIGESTIVE_TRACT,0.5426186919212341,0.47073292229548996,2,X_pca,mlp,0.0,mse,42,linear
doxorubicin,SNUC4_LARGE_INTESTINE,0.787482738494873,0.6161646354121876,5,X_pca,mlp,0.0,mse,42,linear
doxorubicin,SQ1_LUNG,0.7245655655860901,0.5564049963189774,3,X_pca,mlp,0.0,mse,42,linear
doxorubicin,SU8686_PANCREAS,0.5021981000900269,0.5920216208550988,1,X_pca,mlp,0.0,mse,42,linear
doxorubicin,SW1088_CENTRAL_NERVOUS_SYSTEM,0.589234471321106,0.5226628389209509,4,X_pca,mlp,0.0,mse,42,linear
doxorubicin,SW1271_LUNG,0.48043984174728394,0.5813705848610919,1,X_pca,mlp,0.0,mse,42,linear
doxorubicin,SW1990_PANCREAS,0.6104688048362732,0.687224597806651,5,X_pca,mlp,0.0,mse,42,linear
doxorubicin,SW579_THYROID,0.40079694986343384,0.5634536171838436,3,X_pca,mlp,0.0,mse,42,linear
doxorubicin,T47D_BREAST,0.712394654750824,0.6460199558357308,1,X_pca,mlp,0.0,mse,42,linear
doxorubicin,TCCSUP_URINARY_TRACT,0.54876708984375,0.5630119478777994,3,X_pca,mlp,0.0,mse,42,linear
doxorubicin,TE10_OESOPHAGUS,0.6106919646263123,0.5706409568383813,4,X_pca,mlp,0.0,mse,42,linear
doxorubicin,TE14_OESOPHAGUS,0.6705263257026672,0.5356181060211568,1,X_pca,mlp,0.0,mse,42,linear
doxorubicin,TE1_OESOPHAGUS,0.6324832439422607,0.551088219418109,4,X_pca,mlp,0.0,mse,42,linear
doxorubicin,TE6_OESOPHAGUS,0.4768960773944855,0.5554427288729569,2,X_pca,mlp,0.0,mse,42,linear
doxorubicin,TE9_OESOPHAGUS,0.47645479440689087,0.5445285915367065,2,X_pca,mlp,0.0,mse,42,linear
doxorubicin,TM31_CENTRAL_NERVOUS_SYSTEM,0.672069787979126,0.5963066484907578,2,X_pca,mlp,0.0,mse,42,linear
doxorubicin,TOV112D_OVARY,0.3924221992492676,0.48891687316772264,2,X_pca,mlp,0.0,mse,42,linear
doxorubicin,UACC257_SKIN,0.5711562633514404,0.5463802631180655,1,X_pca,mlp,0.0,mse,42,linear
doxorubicin,VMCUB1_URINARY_TRACT,0.534176766872406,0.5805416699483305,4,X_pca,mlp,0.0,mse,42,linear
doxorubicin,VMRCRCZ_KIDNEY,0.7579551935195923,0.6661437398195267,2,X_pca,mlp,0.0,mse,42,linear
doxorubicin,YD38_UPPER_AERODIGESTIVE_TRACT,0.4940035343170166,0.5619068276614715,4,X_pca,mlp,0.0,mse,42,linear
doxorubicin,ZR751_BREAST,0.5641409754753113,0.6359415781536535,1,X_pca,mlp,0.0,mse,42,linear
platin,42MGBA_CENTRAL_NERVOUS_SYSTEM,0.9792470335960388,0.9966018351808938,4,X_pca,mlp,0.0,mse,42,linear
platin,8305C_THYROID,0.9902234673500061,0.9738724849842213,4,X_pca,mlp,0.0,mse,42,linear
platin,A204_SOFT_TISSUE,0.9935336112976074,1.0062090208530425,4,X_pca,mlp,0.0,mse,42,linear
platin,A2058_SKIN,1.0669606924057007,1.0212412219063765,5,X_pca,mlp,0.0,mse,42,linear
platin,A375_SKIN,0.9721842408180237,1.0233742288152041,3,X_pca,mlp,0.0,mse,42,linear
platin,ACCMESO1_PLEURA,0.9934868812561035,0.9655293947384681,2,X_pca,mlp,0.0,mse,42,linear
platin,ASPC1_PANCREAS,0.9865953326225281,0.9964242778975388,4,X_pca,mlp,0.0,mse,42,linear
platin,BCPAP_THYROID,0.989610493183136,0.9953905426357922,4,X_pca,mlp,0.0,mse,42,linear
platin,BFTC909_KIDNEY,1.1041555404663086,0.9748567617977515,5,X_pca,mlp,0.0,mse,42,linear
platin,BHY_UPPER_AERODIGESTIVE_TRACT,0.9692360758781433,0.997317794684706,3,X_pca,mlp,0.0,mse,42,linear
platin,BICR16_UPPER_AERODIGESTIVE_TRACT,0.8785001635551453,0.9584463264019984,5,X_pca,mlp,0.0,mse,42,linear
platin,BICR31_UPPER_AERODIGESTIVE_TRACT,0.9795008301734924,1.0071326287523392,3,X_pca,mlp,0.0,mse,42,linear
platin,BICR56_UPPER_AERODIGESTIVE_TRACT,0.9870259761810303,1.0248640069255122,3,X_pca,mlp,0.0,mse,42,linear
platin,BICR6_UPPER_AERODIGESTIVE_TRACT,1.0553885698318481,0.9811196462674574,5,X_pca,mlp,0.0,mse,42,linear
platin,BT474_BREAST,1.0629768371582031,0.9838178977966309,4,X_pca,mlp,0.0,mse,42,linear
platin,BT549_BREAST,1.0051050186157227,1.011578026570772,1,X_pca,mlp,0.0,mse,42,linear
platin,CAKI2_KIDNEY,1.0197046995162964,0.9734896099824699,4,X_pca,mlp,0.0,mse,42,linear
platin,CALU6_LUNG,0.9243093729019165,0.9951299318047457,3,X_pca,mlp,0.0,mse,42,linear
platin,CAMA1_BREAST,1.002544641494751,0.972199393301895,3,X_pca,mlp,0.0,mse,42,linear
platin,CAS1_CENTRAL_NERVOUS_SYSTEM,0.9442310333251953,1.015273938949843,1,X_pca,mlp,0.0,mse,42,linear
platin,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,0.97667396068573,1.0172669839083663,5,X_pca,mlp,0.0,mse,42,linear
platin,COLO741_SKIN,1.1626665592193604,1.004468181575323,3,X_pca,mlp,0.0,mse,42,linear
platin,COLO792_SKIN,0.9970811009407043,1.023498358541749,2,X_pca,mlp,0.0,mse,42,linear
platin,COV434_OVARY,0.9776856303215027,1.0178700617768548,4,X_pca,mlp,0.0,mse,42,linear
platin,DETROIT562_UPPER_AERODIGESTIVE_TRACT,0.9451091885566711,1.0093871135653163,2,X_pca,mlp,0.0,mse,42,linear
platin,DKMG_CENTRAL_NERVOUS_SYSTEM,1.014595866203308,0.9894503399014913,5,X_pca,mlp,0.0,mse,42,linear
platin,EBC1_LUNG,1.0444345474243164,0.9443923190075864,3,X_pca,mlp,0.0,mse,42,linear
platin,EFE184_ENDOMETRIUM,0.9974330067634583,1.0078457268171532,4,X_pca,mlp,0.0,mse,42,linear
platin,EFM192A_BREAST,0.9838091135025024,0.9638324345912304,5,X_pca,mlp,0.0,mse,42,linear
platin,EKVX_LUNG,1.0204102993011475,1.0072055663148018,2,X_pca,mlp,0.0,mse,42,linear
platin,FTC133_THYROID,1.0277923345565796,1.0210537339959826,3,X_pca,mlp,0.0,mse,42,linear
platin,GOS3_CENTRAL_NERVOUS_SYSTEM,1.0298997163772583,0.9999754353967637,2,X_pca,mlp,0.0,mse,42,linear
platin,HCC1428_BREAST,1.021384596824646,1.040401880666027,5,X_pca,mlp,0.0,mse,42,linear
platin,HCC366_LUNG,1.0475735664367676,1.0029124098249,5,X_pca,mlp,0.0,mse,42,linear
platin,HCC38_BREAST,0.9923052191734314,1.0031758773326873,5,X_pca,mlp,0.0,mse,42,linear
platin,HCC56_LARGE_INTESTINE,0.9945890307426453,1.0132069346880672,3,X_pca,mlp,0.0,mse,42,linear
platin,HDQP1_BREAST,1.0186738967895508,1.002408162690699,3,X_pca,mlp,0.0,mse,42,linear
platin,HEC151_ENDOMETRIUM,0.9933803677558899,0.9974085795879364,4,X_pca,mlp,0.0,mse,42,linear
platin,HEC251_ENDOMETRIUM,0.9321639537811279,0.9960926058136415,3,X_pca,mlp,0.0,mse,42,linear
platin,HEC6_ENDOMETRIUM,1.0545552968978882,0.9792038839055884,1,X_pca,mlp,0.0,mse,42,linear
platin,HEP3B217_LIVER,1.008824110031128,0.9630777007442409,2,X_pca,mlp,0.0,mse,42,linear
platin,HMC18_BREAST,0.9648770093917847,0.9888051339383825,2,X_pca,mlp,0.0,mse,42,linear
platin,HOS_BONE,1.0313657522201538,0.974061680357764,4,X_pca,mlp,0.0,mse,42,linear
platin,HS852T_SKIN,1.0592886209487915,1.009395005894296,3,X_pca,mlp,0.0,mse,42,linear
platin,HT1080_SOFT_TISSUE,1.0155428647994995,0.9894934364760569,5,X_pca,mlp,0.0,mse,42,linear
platin,HT1197_URINARY_TRACT,1.0305306911468506,1.0096692410675254,4,X_pca,mlp,0.0,mse,42,linear
platin,HT55_LARGE_INTESTINE,0.9795694351196289,0.9933776623829846,1,X_pca,mlp,0.0,mse,42,linear
platin,HUH28_BILIARY_TRACT,0.964556872844696,0.9574613395354731,2,X_pca,mlp,0.0,mse,42,linear
platin,HUH6_LIVER,1.0990561246871948,1.0096433958005624,4,X_pca,mlp,0.0,mse,42,linear
platin,HUPT3_PANCREAS,0.9551188945770264,1.0156764979748165,5,X_pca,mlp,0.0,mse,42,linear
platin,HUPT4_PANCREAS,1.0379315614700317,0.9630817249417305,5,X_pca,mlp,0.0,mse,42,linear
platin,IGR1_SKIN,1.0542523860931396,1.049421680138029,5,X_pca,mlp,0.0,mse,42,linear
platin,IGR37_SKIN,1.0100011825561523,1.0459413243302007,2,X_pca,mlp,0.0,mse,42,linear
platin,IM95_STOMACH,1.0478476285934448,0.9976356673885036,4,X_pca,mlp,0.0,mse,42,linear
platin,JHH6_LIVER,1.018145203590393,1.0155220607530724,3,X_pca,mlp,0.0,mse,42,linear
platin,JHOC5_OVARY,0.9941608309745789,1.0156879260622222,5,X_pca,mlp,0.0,mse,42,linear
platin,KALS1_CENTRAL_NERVOUS_SYSTEM,0.9237702488899231,0.9723936745689975,2,X_pca,mlp,0.0,mse,42,linear
platin,KMRC3_KIDNEY,0.9771931767463684,1.0149001396432216,1,X_pca,mlp,0.0,mse,42,linear
platin,KNS42_CENTRAL_NERVOUS_SYSTEM,1.0155421495437622,1.0036511175161185,4,X_pca,mlp,0.0,mse,42,linear
platin,KPL1_BREAST,1.0343024730682373,0.9752596927725751,3,X_pca,mlp,0.0,mse,42,linear
platin,KPNSI9S_AUTONOMIC_GANGLIA,0.9301525950431824,0.9830202053683673,5,X_pca,mlp,0.0,mse,42,linear
platin,KYSE520_OESOPHAGUS,1.007004976272583,0.9823158471946007,2,X_pca,mlp,0.0,mse,42,linear
platin,LI7_LIVER,0.9886579513549805,0.9956531640218229,4,X_pca,mlp,0.0,mse,42,linear
platin,LMSU_STOMACH,0.9705260992050171,1.0128895385592591,2,X_pca,mlp,0.0,mse,42,linear
platin,LNCAPCLONEFGC_PROSTATE,1.0294779539108276,1.0271649813467219,2,X_pca,mlp,0.0,mse,42,linear
platin,LS1034_LARGE_INTESTINE,1.0018341541290283,0.9876991224615541,4,X_pca,mlp,0.0,mse,42,linear
platin,LS180_LARGE_INTESTINE,0.975742518901825,1.0139178665060746,3,X_pca,mlp,0.0,mse,42,linear
platin,MCF7_BREAST,0.9951045513153076,1.021923980512819,1,X_pca,mlp,0.0,mse,42,linear
platin,MDAMB361_BREAST,0.9679059386253357,1.0522141483094958,1,X_pca,mlp,0.0,mse,42,linear
platin,MFE319_ENDOMETRIUM,1.0220245122909546,0.9969365727839046,2,X_pca,mlp,0.0,mse,42,linear
platin,MKN45_STOMACH,0.8389068841934204,0.997672405788454,1,X_pca,mlp,0.0,mse,42,linear
platin,MKN7_STOMACH,1.0312459468841553,0.9573879401351131,5,X_pca,mlp,0.0,mse,42,linear
platin,NCIH1299_LUNG,1.0491753816604614,1.0127902587924558,2,X_pca,mlp,0.0,mse,42,linear
platin,NCIH1373_LUNG,0.9896383881568909,0.9827400809381066,3,X_pca,mlp,0.0,mse,42,linear
platin,NCIH1435_LUNG,0.9333376288414001,1.0110431873843018,3,X_pca,mlp,0.0,mse,42,linear
platin,NCIH1792_LUNG,1.0021350383758545,0.987168614391808,4,X_pca,mlp,0.0,mse,42,linear
