drug,cell_line,y_true,y_pred,fold,rep,model,alpha,loss,seed,budget
doxorubicin,EFE184_ENDOMETRIUM,0.8111908435821533,0.5785108458164127,4,X_pca,mlp,0.0,mse,42,25
doxorubicin,EFM192A_BREAST,0.5801385045051575,0.6093251162821108,5,X_pca,mlp,0.0,mse,42,25
doxorubicin,EKVX_LUNG,0.7006396651268005,0.604855574565391,2,X_pca,mlp,0.0,mse,42,25
doxorubicin,FTC133_THYROID,0.54218590259552,0.5703575500420162,3,X_pca,mlp,0.0,mse,42,25
doxorubicin,GOS3_CENTRAL_NERVOUS_SYSTEM,0.5780242085456848,0.6081511921283462,2,X_pca,mlp,0.0,mse,42,25
doxorubicin,HCC1428_BREAST,0.6737597584724426,0.6422952953286059,5,X_pca,mlp,0.0,mse,42,25
doxorubicin,HCC366_LUNG,0.6135154962539673,0.6442619638867898,5,X_pca,mlp,0.0,mse,42,25
doxorubicin,HCC38_BREAST,0.5100096464157104,0.5880975010991096,5,X_pca,mlp,0.0,mse,42,25
doxorubicin,HCC56_LARGE_INTESTINE,0.810954749584198,0.5248016296613096,3,X_pca,mlp,0.0,mse,42,25
doxorubicin,HDQP1_BREAST,0.7888896465301514,0.5667316243052483,3,X_pca,mlp,0.0,mse,42,25
doxorubicin,HEC151_ENDOMETRIUM,0.40951746702194214,0.6167779371738434,4,X_pca,mlp,0.0,mse,42,25
doxorubicin,HEC251_ENDOMETRIUM,0.5875652432441711,0.544733776110355,3,X_pca,mlp,0.0,mse,42,25
doxorubicin,HEC6_ENDOMETRIUM,0.5559057593345642,0.5705736490510265,1,X_pca,mlp,0.0,mse,42,25
doxorubicin,HEP3B217_LIVER,0.7229253053665161,0.6035633556923624,2,X_pca,mlp,0.0,mse,42,25
doxorubicin,HMC18_BREAST,0.4536672532558441,0.6069489196705736,2,X_pca,mlp,0.0,mse,42,25
doxorubicin,HOS_BONE,0.5812419056892395,0.5662562095069195,4,X_pca,mlp,0.0,mse,42,25
doxorubicin,HS852T_SKIN,0.440727174282074,0.6002891446337287,3,X_pca,mlp,0.0,mse,42,25
doxorubicin,HT1080_SOFT_TISSUE,0.3908422589302063,0.6293568396291067,5,X_pca,mlp,0.0,mse,42,25
doxorubicin,HT1197_URINARY_TRACT,0.5438651442527771,0.6017443489384007,4,X_pca,mlp,0.0,mse,42,25
doxorubicin,HT55_LARGE_INTESTINE,0.5889919996261597,0.6457057965310264,1,X_pca,mlp,0.0,mse,42,25
doxorubicin,HUH28_BILIARY_TRACT,0.5371938943862915,0.6212007765718501,2,X_pca,mlp,0.0,mse,42,25
doxorubicin,HUH6_LIVER,0.42507052421569824,0.6032552094854546,4,X_pca,mlp,0.0,mse,42,25
doxorubicin,HUPT3_PANCREAS,0.6856333613395691,0.6890216447851237,5,X_pca,mlp,0.0,mse,42,25
doxorubicin,HUPT4_PANCREAS,0.45965781807899475,0.6728467111076627,5,X_pca,mlp,0.0,mse,42,25
doxorubicin,IALM_LUNG,0.8397154211997986,0.5528546169122553,4,X_pca,mlp,0.0,mse,42,25
doxorubicin,IGR1_SKIN,0.5318907499313354,0.6779610106862825,5,X_pca,mlp,0.0,mse,42,25
doxorubicin,IGR37_SKIN,0.5309170484542847,0.6033136224540578,2,X_pca,mlp,0.0,mse,42,25
doxorubicin,IM95_STOMACH,0.4691832363605499,0.6229536861986728,4,X_pca,mlp,0.0,mse,42,25
doxorubicin,JHH6_LIVER,0.8701879978179932,0.5895336487339539,3,X_pca,mlp,0.0,mse,42,25
doxorubicin,JHOC5_OVARY,0.5302541851997375,0.6538030949132195,5,X_pca,mlp,0.0,mse,42,25
doxorubicin,KALS1_CENTRAL_NERVOUS_SYSTEM,0.4983648359775543,0.6292219497263432,2,X_pca,mlp,0.0,mse,42,25
doxorubicin,KMRC3_KIDNEY,0.5798169374465942,0.6996757667891833,1,X_pca,mlp,0.0,mse,42,25
doxorubicin,KNS42_CENTRAL_NERVOUS_SYSTEM,0.6755160689353943,0.5786877021540043,4,X_pca,mlp,0.0,mse,42,25
doxorubicin,KPL1_BREAST,0.8693845272064209,0.6621772942767628,3,X_pca,mlp,0.0,mse,42,25
doxorubicin,KPNSI9S_AUTONOMIC_GANGLIA,0.2994575798511505,0.5764408922472666,5,X_pca,mlp,0.0,mse,42,25
doxorubicin,KYSE520_OESOPHAGUS,0.6951316595077515,0.5960644356237477,2,X_pca,mlp,0.0,mse,42,25
doxorubicin,LI7_LIVER,0.6539109349250793,0.6276253686875714,4,X_pca,mlp,0.0,mse,42,25
doxorubicin,LMSU_STOMACH,0.6874845623970032,0.5737016525923037,2,X_pca,mlp,0.0,mse,42,25
doxorubicin,LNCAPCLONEFGC_PROSTATE,0.36991697549819946,0.6197903798532116,2,X_pca,mlp,0.0,mse,42,25
doxorubicin,LS1034_LARGE_INTESTINE,0.7185391783714294,0.5870279216603057,4,X_pca,mlp,0.0,mse,42,25
doxorubicin,LS180_LARGE_INTESTINE,0.5715101361274719,0.5151382337977021,3,X_pca,mlp,0.0,mse,42,25
doxorubicin,MCF7_BREAST,0.6808213591575623,0.7919140383080169,1,X_pca,mlp,0.0,mse,42,25
doxorubicin,MDAMB361_BREAST,0.735870361328125,0.5897568164048371,1,X_pca,mlp,0.0,mse,42,25
doxorubicin,MFE319_ENDOMETRIUM,0.6568321585655212,0.5844513658453657,2,X_pca,mlp,0.0,mse,42,25
doxorubicin,MKN45_STOMACH,0.888956606388092,0.5681625160120302,1,X_pca,mlp,0.0,mse,42,25
doxorubicin,MKN7_STOMACH,0.6380749344825745,0.6597731247428775,5,X_pca,mlp,0.0,mse,42,25
doxorubicin,MSTO211H_PLEURA,0.3753986358642578,0.6078420985828746,1,X_pca,mlp,0.0,mse,42,25
doxorubicin,NCIH1299_LUNG,0.6539729833602905,0.6419626539119621,2,X_pca,mlp,0.0,mse,42,25
doxorubicin,NCIH1373_LUNG,0.6574230790138245,0.5608229415445793,3,X_pca,mlp,0.0,mse,42,25
doxorubicin,NCIH1435_LUNG,0.5236009955406189,0.5723801157001253,3,X_pca,mlp,0.0,mse,42,25
doxorubicin,NCIH1792_LUNG,0.7039877772331238,0.5616024630563753,4,X_pca,mlp,0.0,mse,42,25
doxorubicin,NCIH1944_LUNG,0.6275695562362671,0.647119290874776,2,X_pca,mlp,0.0,mse,42,25
doxorubicin,NCIH2087_LUNG,0.34448179602622986,0.6221131347630122,5,X_pca,mlp,0.0,mse,42,25
doxorubicin,NCIH2110_LUNG,0.3811848759651184,0.6054169467945195,1,X_pca,mlp,0.0,mse,42,25
doxorubicin,NCIH2126_LUNG,0.5018039345741272,0.6069521077654578,4,X_pca,mlp,0.0,mse,42,25
doxorubicin,NCIH2170_LUNG,0.5922226309776306,0.5708436705696751,4,X_pca,mlp,0.0,mse,42,25
doxorubicin,NCIH2228_LUNG,0.44898903369903564,0.578050666511546,3,X_pca,mlp,0.0,mse,42,25
doxorubicin,NCIH226_LUNG,0.4597177803516388,0.5978699085560251,1,X_pca,mlp,0.0,mse,42,25
doxorubicin,NCIH2444_LUNG,0.5491931438446045,0.562240344562611,3,X_pca,mlp,0.0,mse,42,25
doxorubicin,NCIH2452_PLEURA,0.5596638917922974,0.508340349815592,3,X_pca,mlp,0.0,mse,42,25
doxorubicin,NCIH292_LUNG,0.4165792167186737,0.5627314143337554,3,X_pca,mlp,0.0,mse,42,25
doxorubicin,NCIH358_LUNG,0.4872294068336487,0.5835564485085862,1,X_pca,mlp,0.0,mse,42,25
doxorubicin,NCIH446_LUNG,0.4856961667537689,0.5505893581679889,3,X_pca,mlp,0.0,mse,42,25
doxorubicin,NCIH460_LUNG,0.5580957531929016,0.5641145809078445,3,X_pca,mlp,0.0,mse,42,25
doxorubicin,NCIH522_LUNG,0.4944220185279846,0.5250074185717565,2,X_pca,mlp,0.0,mse,42,25
doxorubicin,NCIH650_LUNG,0.5603529810905457,0.6647749358437598,5,X_pca,mlp,0.0,mse,42,25
doxorubicin,NCIH747_LARGE_INTESTINE,0.5683852434158325,0.6448177292943,5,X_pca,mlp,0.0,mse,42,25
doxorubicin,OAW28_OVARY,0.6767528653144836,0.6051385758086021,5,X_pca,mlp,0.0,mse,42,25
doxorubicin,ONCODG1_OVARY,0.581980288028717,0.6101130609159117,2,X_pca,mlp,0.0,mse,42,25
doxorubicin,OSRC2_KIDNEY,0.6995971202850342,0.5842866888121953,3,X_pca,mlp,0.0,mse,42,25
doxorubicin,OUMS23_LARGE_INTESTINE,0.5587512850761414,0.605210679156758,5,X_pca,mlp,0.0,mse,42,25
doxorubicin,OVCAR4_OVARY,0.6055043935775757,0.5840771303581265,1,X_pca,mlp,0.0,mse,42,25
doxorubicin,OVK18_OVARY,0.2882801592350006,0.6124799485956685,5,X_pca,mlp,0.0,mse,42,25
doxorubicin,OVSAHO_OVARY,0.5728036761283875,0.5899899534979581,2,X_pca,mlp,0.0,mse,42,25
doxorubicin,OVTOKO_OVARY,0.7791611552238464,0.6374930086318386,2,X_pca,mlp,0.0,mse,42,25
doxorubicin,PANC0203_PANCREAS,0.7632962465286255,0.5685503120007722,3,X_pca,mlp,0.0,mse,42,25
doxorubicin,PATU8988S_PANCREAS,0.7037484049797058,0.6987248475922913,2,X_pca,mlp,0.0,mse,42,25
doxorubicin,PC3_PROSTATE,0.7981969118118286,0.591242600122147,1,X_pca,mlp,0.0,mse,42,25
doxorubicin,PECAPJ49_UPPER_AERODIGESTIVE_TRACT,0.47215813398361206,0.5472949856873786,1,X_pca,mlp,0.0,mse,42,25
doxorubicin,PK45H_PANCREAS,0.8845717906951904,0.6059937345145813,4,X_pca,mlp,0.0,mse,42,25
doxorubicin,PK59_PANCREAS,0.5667010545730591,0.6844645649537273,5,X_pca,mlp,0.0,mse,42,25
doxorubicin,RCC10RGB_KIDNEY,0.8544673323631287,0.6199603820051758,5,X_pca,mlp,0.0,mse,42,25
doxorubicin,RCM1_LARGE_INTESTINE,0.7463620901107788,0.5290985144674778,3,X_pca,mlp,0.0,mse,42,25
doxorubicin,RD_SOFT_TISSUE,0.48532170057296753,0.5635670122058912,1,X_pca,mlp,0.0,mse,42,25
doxorubicin,RERFLCAD1_LUNG,0.8917138576507568,0.6200084691185029,5,X_pca,mlp,0.0,mse,42,25
doxorubicin,RERFLCAI_LUNG,0.4272306263446808,0.6515130636576432,5,X_pca,mlp,0.0,mse,42,25
doxorubicin,RT4_URINARY_TRACT,0.4836074411869049,0.6209799000677073,5,X_pca,mlp,0.0,mse,42,25
doxorubicin,RVH421_SKIN,0.5980584621429443,0.6243119723627258,4,X_pca,mlp,0.0,mse,42,25
doxorubicin,SCC25_UPPER_AERODIGESTIVE_TRACT,0.4167896807193756,0.5946791984124279,2,X_pca,mlp,0.0,mse,42,25
doxorubicin,SCC9_UPPER_AERODIGESTIVE_TRACT,0.49403518438339233,0.5925844296656156,2,X_pca,mlp,0.0,mse,42,25
doxorubicin,SH10TC_STOMACH,0.6935459971427917,0.6780875972193531,5,X_pca,mlp,0.0,mse,42,25
doxorubicin,SKES1_BONE,0.25840020179748535,0.5821386516749204,2,X_pca,mlp,0.0,mse,42,25
doxorubicin,SKMEL2_SKIN,0.7795782685279846,0.5539872888205708,1,X_pca,mlp,0.0,mse,42,25
doxorubicin,SKMEL30_SKIN,0.56974858045578,0.5785380345228374,1,X_pca,mlp,0.0,mse,42,25
doxorubicin,SKMEL5_SKIN,0.5388690829277039,0.6447829054260896,4,X_pca,mlp,0.0,mse,42,25
doxorubicin,SKNAS_AUTONOMIC_GANGLIA,0.49000316858291626,0.5626922418585921,2,X_pca,mlp,0.0,mse,42,25
doxorubicin,SNU1079_BILIARY_TRACT,0.530148446559906,0.6277095373362711,1,X_pca,mlp,0.0,mse,42,25
doxorubicin,SNU1214_UPPER_AERODIGESTIVE_TRACT,0.6214928030967712,0.536256989900102,1,X_pca,mlp,0.0,mse,42,25
doxorubicin,SNU308_BILIARY_TRACT,0.642924427986145,0.5781719018804267,1,X_pca,mlp,0.0,mse,42,25
doxorubicin,SNU423_LIVER,0.5606513023376465,0.6614922172618363,4,X_pca,mlp,0.0,mse,42,25
doxorubicin,SNU449_LIVER,0.8395319581031799,0.5473239417617203,3,X_pca,mlp,0.0,mse,42,25
doxorubicin,SNU46_UPPER_AERODIGESTIVE_TRACT,0.696592390537262,0.5887211073758238,4,X_pca,mlp,0.0,mse,42,25
doxorubicin,SNU738_CENTRAL_NERVOUS_SYSTEM,0.7775015234947205,0.5985324006911004,1,X_pca,mlp,0.0,mse,42,25
doxorubicin,SNU899_UPPER_AERODIGESTIVE_TRACT,0.5426186919212341,0.5267972684050181,2,X_pca,mlp,0.0,mse,42,25
doxorubicin,SNUC4_LARGE_INTESTINE,0.787482738494873,0.6521444360244963,5,X_pca,mlp,0.0,mse,42,25
doxorubicin,SQ1_LUNG,0.7245655655860901,0.5336856428815537,3,X_pca,mlp,0.0,mse,42,25
doxorubicin,SU8686_PANCREAS,0.5021981000900269,0.5732690764636528,1,X_pca,mlp,0.0,mse,42,25
doxorubicin,SW1088_CENTRAL_NERVOUS_SYSTEM,0.589234471321106,0.5952392658218741,4,X_pca,mlp,0.0,mse,42,25
doxorubicin,SW1271_LUNG,0.48043984174728394,0.5848013162612915,1,X_pca,mlp,0.0,mse,42,25
doxorubicin,SW1990_PANCREAS,0.6104688048362732,0.6692294542486582,5,X_pca,mlp,0.0,mse,42,25
doxorubicin,SW579_THYROID,0.40079694986343384,0.5150323124250509,3,X_pca,mlp,0.0,mse,42,25
doxorubicin,T47D_BREAST,0.712394654750824,0.581079741408922,1,X_pca,mlp,0.0,mse,42,25
doxorubicin,TCCSUP_URINARY_TRACT,0.54876708984375,0.5607569684522061,3,X_pca,mlp,0.0,mse,42,25
doxorubicin,TE10_OESOPHAGUS,0.6106919646263123,0.5725701244454405,4,X_pca,mlp,0.0,mse,42,25
doxorubicin,TE14_OESOPHAGUS,0.6705263257026672,0.5596108379997785,1,X_pca,mlp,0.0,mse,42,25
doxorubicin,TE1_OESOPHAGUS,0.6324832439422607,0.5744424855824813,4,X_pca,mlp,0.0,mse,42,25
doxorubicin,TE6_OESOPHAGUS,0.4768960773944855,0.602701613453036,2,X_pca,mlp,0.0,mse,42,25
doxorubicin,TE9_OESOPHAGUS,0.47645479440689087,0.5639037370922104,2,X_pca,mlp,0.0,mse,42,25
doxorubicin,TM31_CENTRAL_NERVOUS_SYSTEM,0.672069787979126,0.6114112991711189,2,X_pca,mlp,0.0,mse,42,25
doxorubicin,TOV112D_OVARY,0.3924221992492676,0.5459615500309528,2,X_pca,mlp,0.0,mse,42,25
doxorubicin,UACC257_SKIN,0.5711562633514404,0.5824361547017197,1,X_pca,mlp,0.0,mse,42,25
doxorubicin,VMCUB1_URINARY_TRACT,0.534176766872406,0.573995143424517,4,X_pca,mlp,0.0,mse,42,25
doxorubicin,VMRCRCZ_KIDNEY,0.7579551935195923,0.7041094624996185,2,X_pca,mlp,0.0,mse,42,25
doxorubicin,YD38_UPPER_AERODIGESTIVE_TRACT,0.4940035343170166,0.55178348103968,4,X_pca,mlp,0.0,mse,42,25
doxorubicin,ZR751_BREAST,0.5641409754753113,0.6163390328968998,1,X_pca,mlp,0.0,mse,42,25
platin,42MGBA_CENTRAL_NERVOUS_SYSTEM,0.9792470335960388,0.9995106236584859,4,X_pca,mlp,0.0,mse,42,25
platin,8305C_THYROID,0.9902234673500061,0.9914272506772044,4,X_pca,mlp,0.0,mse,42,25
platin,A204_SOFT_TISSUE,0.9935336112976074,0.9735840520858765,4,X_pca,mlp,0.0,mse,42,25
platin,A2058_SKIN,1.0669606924057007,1.0181169063866544,5,X_pca,mlp,0.0,mse,42,25
platin,A375_SKIN,0.9721842408180237,1.0055097404861129,3,X_pca,mlp,0.0,mse,42,25
platin,ACCMESO1_PLEURA,0.9934868812561035,0.9778970590344181,2,X_pca,mlp,0.0,mse,42,25
platin,ASPC1_PANCREAS,0.9865953326225281,0.9773141497168047,4,X_pca,mlp,0.0,mse,42,25
platin,BCPAP_THYROID,0.989610493183136,0.9799635414230196,4,X_pca,mlp,0.0,mse,42,25
platin,BFTC909_KIDNEY,1.1041555404663086,0.997077143129384,5,X_pca,mlp,0.0,mse,42,25
platin,BHY_UPPER_AERODIGESTIVE_TRACT,0.9692360758781433,0.9874283219205922,3,X_pca,mlp,0.0,mse,42,25
platin,BICR16_UPPER_AERODIGESTIVE_TRACT,0.8785001635551453,0.9918274277786039,5,X_pca,mlp,0.0,mse,42,25
platin,BICR31_UPPER_AERODIGESTIVE_TRACT,0.9795008301734924,0.9899617024967747,3,X_pca,mlp,0.0,mse,42,25
platin,BICR56_UPPER_AERODIGESTIVE_TRACT,0.9870259761810303,1.0044192340638902,3,X_pca,mlp,0.0,mse,42,25
platin,BICR6_UPPER_AERODIGESTIVE_TRACT,1.0553885698318481,1.0094609427285361,5,X_pca,mlp,0.0,mse,42,25
platin,BT474_BREAST,1.0629768371582031,1.0055590462684632,4,X_pca,mlp,0.0,mse,42,25
platin,BT549_BREAST,1.0051050186157227,1.0169532368505807,1,X_pca,mlp,0.0,mse,42,25
platin,CAKI2_KIDNEY,1.0197046995162964,0.9959239007757722,4,X_pca,mlp,0.0,mse,42,25
platin,CALU6_LUNG,0.9243093729019165,0.9949299009271371,3,X_pca,mlp,0.0,mse,42,25
platin,CAMA1_BREAST,1.002544641494751,0.9588978134889373,3,X_pca,mlp,0.0,mse,42,25
platin,CAS1_CENTRAL_NERVOUS_SYSTEM,0.9442310333251953,1.0277712291344665,1,X_pca,mlp,0.0,mse,42,25
platin,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,0.97667396068573,0.9776544687224598,5,X_pca,mlp,0.0,mse,42,25
platin,COLO741_SKIN,1.1626665592193604,0.9987104411907833,3,X_pca,mlp,0.0,mse,42,25
platin,COLO792_SKIN,0.9970811009407043,1.0026112797075533,2,X_pca,mlp,0.0,mse,42,25
platin,COV434_OVARY,0.9776856303215027,1.007154485041445,4,X_pca,mlp,0.0,mse,42,25
platin,DETROIT562_UPPER_AERODIGESTIVE_TRACT,0.9451091885566711,0.9750979582956232,2,X_pca,mlp,0.0,mse,42,25
platin,DKMG_CENTRAL_NERVOUS_SYSTEM,1.014595866203308,0.9863593259420782,5,X_pca,mlp,0.0,mse,42,25
platin,EBC1_LUNG,1.0444345474243164,0.9878091956338575,3,X_pca,mlp,0.0,mse,42,25
platin,EFE184_ENDOMETRIUM,0.9974330067634583,0.9988681479941967,4,X_pca,mlp,0.0,mse,42,25
platin,EFM192A_BREAST,0.9838091135025024,0.9752056877892297,5,X_pca,mlp,0.0,mse,42,25
platin,EKVX_LUNG,1.0204102993011475,1.0060450826605705,2,X_pca,mlp,0.0,mse,42,25
platin,FTC133_THYROID,1.0277923345565796,0.9930836566856929,3,X_pca,mlp,0.0,mse,42,25
platin,GOS3_CENTRAL_NERVOUS_SYSTEM,1.0298997163772583,0.9950225889994836,2,X_pca,mlp,0.0,mse,42,25
platin,HCC1428_BREAST,1.021384596824646,1.0042806028381108,5,X_pca,mlp,0.0,mse,42,25
platin,HCC366_LUNG,1.0475735664367676,0.9847924600143244,5,X_pca,mlp,0.0,mse,42,25
platin,HCC38_BREAST,0.9923052191734314,1.0106241917610168,5,X_pca,mlp,0.0,mse,42,25
platin,HCC56_LARGE_INTESTINE,0.9945890307426453,1.0066187730943315,3,X_pca,mlp,0.0,mse,42,25
platin,HDQP1_BREAST,1.0186738967895508,1.0009196121245623,3,X_pca,mlp,0.0,mse,42,25
platin,HEC151_ENDOMETRIUM,0.9933803677558899,1.0076701931953431,4,X_pca,mlp,0.0,mse,42,25
platin,HEC251_ENDOMETRIUM,0.9321639537811279,0.9836051497503976,3,X_pca,mlp,0.0,mse,42,25
platin,HEC6_ENDOMETRIUM,1.0545552968978882,0.994155846767544,1,X_pca,mlp,0.0,mse,42,25
platin,HEP3B217_LIVER,1.008824110031128,0.99039321935783,2,X_pca,mlp,0.0,mse,42,25
platin,HMC18_BREAST,0.9648770093917847,0.9760997297413927,2,X_pca,mlp,0.0,mse,42,25
platin,HOS_BONE,1.0313657522201538,0.9724971776416995,4,X_pca,mlp,0.0,mse,42,25
platin,HS852T_SKIN,1.0592886209487915,0.9767839238967424,3,X_pca,mlp,0.0,mse,42,25
platin,HT1080_SOFT_TISSUE,1.0155428647994995,0.9992261036883953,5,X_pca,mlp,0.0,mse,42,25
platin,HT1197_URINARY_TRACT,1.0305306911468506,1.0052196109617078,4,X_pca,mlp,0.0,mse,42,25
platin,HT55_LARGE_INTESTINE,0.9795694351196289,1.00829753237313,1,X_pca,mlp,0.0,mse,42,25
platin,HUH28_BILIARY_TRACT,0.964556872844696,0.9893843364372528,2,X_pca,mlp,0.0,mse,42,25
platin,HUH6_LIVER,1.0990561246871948,1.0199856909774465,4,X_pca,mlp,0.0,mse,42,25
platin,HUPT3_PANCREAS,0.9551188945770264,1.0165497253046316,5,X_pca,mlp,0.0,mse,42,25
platin,HUPT4_PANCREAS,1.0379315614700317,0.9921396928174155,5,X_pca,mlp,0.0,mse,42,25
platin,IGR1_SKIN,1.0542523860931396,1.0313458933501407,5,X_pca,mlp,0.0,mse,42,25
platin,IGR37_SKIN,1.0100011825561523,0.9946579569011326,2,X_pca,mlp,0.0,mse,42,25
platin,IM95_STOMACH,1.0478476285934448,0.9944292606534184,4,X_pca,mlp,0.0,mse,42,25
platin,JHH6_LIVER,1.018145203590393,1.0070785339017516,3,X_pca,mlp,0.0,mse,42,25
platin,JHOC5_OVARY,0.9941608309745789,1.008006498731416,5,X_pca,mlp,0.0,mse,42,25
platin,KALS1_CENTRAL_NERVOUS_SYSTEM,0.9237702488899231,0.9975818782630894,2,X_pca,mlp,0.0,mse,42,25
platin,KMRC3_KIDNEY,0.9771931767463684,0.9899655315340782,1,X_pca,mlp,0.0,mse,42,25
platin,KNS42_CENTRAL_NERVOUS_SYSTEM,1.0155421495437622,1.0103640033062113,4,X_pca,mlp,0.0,mse,42,25
platin,KPL1_BREAST,1.0343024730682373,0.976947166133618,3,X_pca,mlp,0.0,mse,42,25
platin,KPNSI9S_AUTONOMIC_GANGLIA,0.9301525950431824,1.00525213258211,5,X_pca,mlp,0.0,mse,42,25
platin,KYSE520_OESOPHAGUS,1.007004976272583,0.9618603094443449,2,X_pca,mlp,0.0,mse,42,25
platin,LI7_LIVER,0.9886579513549805,0.998033272064462,4,X_pca,mlp,0.0,mse,42,25
platin,LMSU_STOMACH,0.9705260992050171,1.008888025377311,2,X_pca,mlp,0.0,mse,42,25
platin,LNCAPCLONEFGC_PROSTATE,1.0294779539108276,0.9963858894599501,2,X_pca,mlp,0.0,mse,42,25
platin,LS1034_LARGE_INTESTINE,1.0018341541290283,0.9986145247335303,4,X_pca,mlp,0.0,mse,42,25
platin,LS180_LARGE_INTESTINE,0.975742518901825,1.0123783145254668,3,X_pca,mlp,0.0,mse,42,25
platin,MCF7_BREAST,0.9951045513153076,1.0171050433512334,1,X_pca,mlp,0.0,mse,42,25
platin,MDAMB361_BREAST,0.9679059386253357,1.0106028208026179,1,X_pca,mlp,0.0,mse,42,25
platin,MFE319_ENDOMETRIUM,1.0220245122909546,0.9877763243869961,2,X_pca,mlp,0.0,mse,42,25
platin,MKN45_STOMACH,0.8389068841934204,1.0027190325623851,1,X_pca,mlp,0.0,mse,42,25
platin,MKN7_STOMACH,1.0312459468841553,1.012752112723136,5,X_pca,mlp,0.0,mse,42,25
platin,NCIH1299_LUNG,1.0491753816604614,0.9885371978140056,2,X_pca,mlp,0.0,mse,42,25
platin,NCIH1373_LUNG,0.9896383881568909,0.9884409871770115,3,X_pca,mlp,0.0,mse,42,25
platin,NCIH1435_LUNG,0.9333376288414001,1.0103309018335092,3,X_pca,mlp,0.0,mse,42,25
platin,NCIH1792_LUNG,1.0021350383758545,0.986903466082908,4,X_pca,mlp,0.0,mse,42,25
platin,NCIH1944_LUNG,0.9932892322540283,0.9937826924853854,2,X_pca,mlp,0.0,mse,42,25
platin,NCIH2087_LUNG,0.9394748210906982,0.9862790317295893,5,X_pca,mlp,0.0,mse,42,25
platin,NCIH2110_LUNG,0.9992964863777161,0.9887754871018568,1,X_pca,mlp,0.0,mse,42,25
platin,NCIH2126_LUNG,1.0432602167129517,0.9932498828028188,4,X_pca,mlp,0.0,mse,42,25
